 1.34431617699800e+00  7.01643776781000e-01
 1.34431617699800e+00  7.54428029472000e-01
 1.34431617699800e+00  8.09431588132000e-01
 1.34431617699800e+00  8.66370227201000e-01
 1.34431617699800e+00  9.24905510166000e-01
 1.34431617699800e+00  9.84643590921000e-01
-2.26797054324700e+00  1.04513126463600e+00
-2.26797054324700e+00  1.10150387822700e+00
-2.26797054324700e+00  1.14775069705100e+00
-2.26797054324700e+00  1.18342822642900e+00
-2.26797054324700e+00  1.20819581530300e+00
-2.26797054324700e+00  1.22182110027900e+00
-2.34368558407000e+00  1.22419774838700e+00
-2.34368558407000e+00  1.21526389606500e+00
-2.34368558407000e+00  1.19507129450400e+00
-2.34368558407000e+00  1.16391719233100e+00
-2.34368558407000e+00  1.12221213183600e+00
-2.34368558407000e+00  1.07045569074900e+00
-1.61402833490000e-01  1.00920808834100e+00
-1.61402833490000e-01  9.41687831506000e-01
-1.61402833490000e-01  8.71778023635000e-01
-1.61402833490000e-01  7.99973995614000e-01
-1.61402833490000e-01  7.26697505206000e-01
-1.61402833490000e-01  6.52307038649000e-01
-1.32662395333200e+00  5.77099246022000e-01
-1.32662395333200e+00  4.99908541430000e-01
-1.32662395333200e+00  4.19153717400000e-01
-1.32662395333200e+00  3.34987888359000e-01
-1.32662395333200e+00  2.47527925876000e-01
-1.32662395333200e+00  1.56853022435000e-01
-1.96636535947500e+00  6.30117396470000e-02
-1.96636535947500e+00 -3.47393402710000e-02
-1.96636535947500e+00 -1.37352873178000e-01
-1.96636535947500e+00 -2.44798200499000e-01
-1.96636535947500e+00 -3.57015070743000e-01
-1.96636535947500e+00 -4.73891860343000e-01
 3.97659921505000e-01 -5.95234876422000e-01
 3.97659921505000e-01 -7.17884211966000e-01
 3.97659921505000e-01 -8.37794285804000e-01
 3.97659921505000e-01 -9.54370363776000e-01
 1.39765992150500e+00 -1.06686123878200e+00
 1.39765992150500e+00 -1.17408296677100e+00
 4.86543658400000e-03 -1.27292251027800e+00
 4.86543658400000e-03 -1.36346000475100e+00
 4.86543658400000e-03 -1.44657239474900e+00
 4.86543658400000e-03 -1.52096429110100e+00
 4.86543658400000e-03 -1.58534295115000e+00
 4.86543658400000e-03 -1.63849220873300e+00
 5.38400284033000e-01 -1.67934307502700e+00
 5.38400284033000e-01 -1.70640006245100e+00
 5.38400284033000e-01 -1.71829046228500e+00
 5.38400284033000e-01 -1.71480534888400e+00
 5.38400284033000e-01 -1.69610748938100e+00
 5.38400284033000e-01 -1.66271848030700e+00
 1.98220088681300e+00 -1.61548186361800e+00
 1.98220088681300e+00 -1.55376716711400e+00
 1.98220088681300e+00 -1.47671611859700e+00
 1.98220088681300e+00 -1.38584374195900e+00
 1.98220088681300e+00 -1.28274161448700e+00
 1.98220088681300e+00 -1.16897344562900e+00
 1.49377705296200e+00 -1.04599362801500e+00
 1.49377705296200e+00 -9.15674326157000e-01
 1.49377705296200e+00 -7.79827417695000e-01
 1.49377705296200e+00 -6.39288162532000e-01
 1.49377705296200e+00 -4.94665807881000e-01
 1.49377705296200e+00 -3.46368393470000e-01
 2.33368817895400e+00 -1.94636408148000e-01
 2.33368817895400e+00 -3.85736899540000e-02
 2.33368817895400e+00  1.23052400476000e-01
 2.33368817895400e+00  2.90206034583000e-01
 2.33368817895400e+00  4.62789729824000e-01
 2.33368817895400e+00  6.40563062970000e-01
 1.25117275805700e+00  8.23042551414000e-01
 1.25117275805700e+00  1.00808497111600e+00
 1.25117275805700e+00  1.19274416219900e+00
 1.25117275805700e+00  1.37517366764000e+00
 1.25117275805700e+00  1.55291358819300e+00
 1.25117275805700e+00  1.72286476046500e+00
-9.81100545954000e-01  1.88133710575400e+00
-9.81100545954000e-01  2.02150316089100e+00
-9.81100545954000e-01  2.13571736468900e+00
-9.81100545954000e-01  2.22008946740400e+00
-9.81100545954000e-01  2.27152197148100e+00
-9.81100545954000e-01  2.28807755701000e+00
 2.41421770114200e+00  2.26923546937400e+00
 2.41421770114200e+00  2.22004833267200e+00
 2.41421770114200e+00  2.14784176009000e+00
 2.41421770114200e+00  2.05555418046800e+00
 2.41421770114200e+00  1.94661008249100e+00
 2.41421770114200e+00  1.82465422856600e+00
-1.21210057088700e+00  1.69329647001700e+00
-1.21210057088700e+00  1.55154806989100e+00
-1.21210057088700e+00  1.39699708365000e+00
-1.21210057088700e+00  1.23244095967400e+00
-1.21210057088700e+00  1.06026504387600e+00
-1.21210057088700e+00  8.82369959964000e-01
 3.31371408809000e-01  7.00170800658000e-01
 3.31371408809000e-01  5.16496199773000e-01
 3.31371408809000e-01  3.34277040946000e-01
 3.31371408809000e-01  1.53797772941000e-01
-6.68628591191000e-01 -2.48497614000000e-02
-6.68628591191000e-01 -2.01920327660000e-01
-1.74644959008000e-01 -3.79432869453000e-01
-1.74644959008000e-01 -5.57086302236000e-01
-1.74644959008000e-01 -7.33796936956000e-01
-1.74644959008000e-01 -9.08953626893000e-01
-1.74644959008000e-01 -1.08158689610900e+00
-1.74644959008000e-01 -1.25030112777500e+00
-1.74770338984600e+00 -1.41323254762800e+00
-1.74770338984600e+00 -1.56993524316700e+00
-1.74770338984600e+00 -1.71997929261000e+00
-1.74770338984600e+00 -1.86008584802700e+00
-1.74770338984600e+00 -1.98663921893700e+00
-1.74770338984600e+00 -2.09589053368700e+00
-2.28440216616000e-01 -2.18422017035600e+00
-2.28440216616000e-01 -2.24661793734600e+00
-2.28440216616000e-01 -2.27842022981400e+00
-2.28440216616000e-01 -2.27845302021900e+00
-2.28440216616000e-01 -2.24687637563700e+00
-2.28440216616000e-01 -2.18516377828800e+00
 1.16003775325000e-01 -2.09593126675200e+00
 1.16003775325000e-01 -1.98223095072300e+00
 1.16003775325000e-01 -1.84751436425300e+00
 1.16003775325000e-01 -1.69591625141400e+00
 1.16003775325000e-01 -1.53141142365400e+00
 1.16003775325000e-01 -1.35757322924400e+00
-1.23474749863800e+00 -1.17742599343900e+00
-1.23474749863800e+00 -9.95009628970000e-01
-1.23474749863800e+00 -8.14171169877000e-01
-1.23474749863800e+00 -6.36137632979000e-01
-1.23474749863800e+00 -4.61676467133000e-01
-1.23474749863800e+00 -2.91213335046000e-01
-4.66309346010000e-02 -1.24937276746000e-01
-4.66309346010000e-02  3.85358425780000e-02
-4.66309346010000e-02  2.01020058006000e-01
-4.66309346010000e-02  3.62498999088000e-01
-4.66309346010000e-02  5.22864667982000e-01
-4.66309346010000e-02  6.81857552927000e-01
-3.63296755526000e-01  8.39004802891000e-01
-3.63296755526000e-01  9.93183526492000e-01
-3.63296755526000e-01  1.14286165813600e+00
-3.63296755526000e-01  1.28665908055300e+00
-3.63296755526000e-01  1.42286722578100e+00
-3.63296755526000e-01  1.54947960667400e+00
-1.32510676739000e+00  1.66426032741200e+00
-1.32510676739000e+00  1.76369420324400e+00
-1.32510676739000e+00  1.84401659490600e+00
-1.32510676739000e+00  1.90319269809300e+00
-1.32510676739000e+00  1.93964067714800e+00
-1.32510676739000e+00  1.95238250596300e+00
 1.33519159249700e+00  1.94114715123600e+00
 1.33519159249700e+00  1.90960219215100e+00
 1.33519159249700e+00  1.86284847069100e+00
 1.33519159249700e+00  1.80233421162200e+00
 1.33519159249700e+00  1.72978834176900e+00
 1.33519159249700e+00  1.64712034442900e+00
 6.17324845454000e-01  1.55630839468500e+00
 6.17324845454000e-01  1.45843636983200e+00
 6.17324845454000e-01  1.35426828239400e+00
 6.17324845454000e-01  1.24552056606300e+00
 1.61732484545400e+00  1.13372374458600e+00
 1.61732484545400e+00  1.02045566442700e+00
 2.37915959203600e+00  9.08843347877000e-01
 2.37915959203600e+00  8.01082271252000e-01
 2.37915959203600e+00  6.98963724440000e-01
 2.37915959203600e+00  6.02937737280000e-01
 2.37915959203600e+00  5.13309962981000e-01
 2.37915959203600e+00  4.30279050923000e-01
 6.37805179757000e-01  3.53964582046000e-01
 6.37805179757000e-01  2.82331465816000e-01
 6.37805179757000e-01  2.12761778851000e-01
 6.37805179757000e-01  1.45271588964000e-01
 6.37805179757000e-01  7.98685532870000e-02
 6.37805179757000e-01  1.65492316450000e-02
 1.17965978136300e+00 -4.46954940610000e-02
 1.17965978136300e+00 -1.03222985777000e-01
 1.17965978136300e+00 -1.58218535746000e-01
 1.17965978136300e+00 -2.09689850976000e-01
 1.17965978136300e+00 -2.57640924725000e-01
 1.17965978136300e+00 -3.02068619955000e-01
 1.51254081680100e+00 -3.42962813219000e-01
 1.51254081680100e+00 -3.79906056013000e-01
 1.51254081680100e+00 -4.12372181662000e-01
 1.51254081680100e+00 -4.40341223287000e-01
 1.51254081680100e+00 -4.63795132784000e-01
 1.51254081680100e+00 -4.82718332020000e-01
 4.82121354892000e-01 -4.97099852435000e-01
 4.82121354892000e-01 -5.08176629149000e-01
 4.82121354892000e-01 -5.17513348808000e-01
 4.82121354892000e-01 -5.25104320034000e-01
 4.82121354892000e-01 -5.30941755967000e-01
 4.82121354892000e-01 -5.35021474999000e-01
 1.41168923811600e+00 -5.37343153772000e-01
 1.41168923811600e+00 -5.36790594107000e-01
 1.41168923811600e+00 -5.31963470113000e-01
 1.41168923811600e+00 -5.22890515750000e-01
 1.41168923811600e+00 -5.09614493366000e-01
 1.41168923811600e+00 -4.92186234532000e-01
 1.66885523273100e+00 -4.70663130966000e-01
 1.66885523273100e+00 -4.44797478211000e-01
 1.66885523273100e+00 -4.14264278278000e-01
 1.66885523273100e+00 -3.79132584736000e-01
 1.66885523273100e+00 -3.39471592935000e-01
 1.66885523273100e+00 -2.95346831388000e-01
-1.17928147859800e+00 -2.46818015821000e-01
-1.17928147859800e+00 -1.97369217458000e-01
-1.17928147859800e+00 -1.51366765711000e-01
-1.17928147859800e+00 -1.08819230736000e-01
-1.17928147859800e+00 -6.97147265280000e-02
-1.17928147859800e+00 -3.40380083060000e-02
-1.41493471707900e+00 -1.77208565500000e-03
-1.41493471707900e+00  2.68167376790000e-02
-1.41493471707900e+00  5.13883862680000e-02
-1.41493471707900e+00  7.19622956080000e-02
-1.41493471707900e+00  8.85587046500000e-02
-1.41493471707900e+00  1.01197520656000e-01
 2.20248987325600e+00  1.09898493087000e-01
 2.20248987325600e+00  1.19040225305000e-01
 2.20248987325600e+00  1.34133301329000e-01
 2.20248987325600e+00  1.55163353853000e-01
 1.20248987325600e+00  1.82095681313000e-01
 1.20248987325600e+00  2.14629866066000e-01
 7.18378442907000e-01  2.50685406695000e-01
 7.18378442907000e-01  2.89213812737000e-01
 7.18378442907000e-01  3.29441082923000e-01
 7.18378442907000e-01  3.71324072543000e-01
 7.18378442907000e-01  4.14811744099000e-01
 7.18378442907000e-01  4.59840369067000e-01
-9.10069278632000e-01  5.06331005211000e-01
-9.10069278632000e-01  5.52224871280000e-01
-9.10069278632000e-01  5.94938016795000e-01
-9.10069278632000e-01  6.34363549342000e-01
-9.10069278632000e-01  6.70396700584000e-01
-9.10069278632000e-01  7.02929656796000e-01
-7.59109844574000e-01  7.31855147446000e-01
-7.59109844574000e-01  7.57252014979000e-01
-7.59109844574000e-01  7.79253448661000e-01
-7.59109844574000e-01  7.97771661118000e-01
-7.59109844574000e-01  8.12730583804000e-01
-7.59109844574000e-01  8.24069385301000e-01
 2.00579327857000e-01  8.31744774158000e-01
 2.00579327857000e-01  8.36888682245000e-01
 2.00579327857000e-01  8.40947033926000e-01
 2.00579327857000e-01  8.43907047768000e-01
 2.00579327857000e-01  8.45757225890000e-01
 2.00579327857000e-01  8.46492522311000e-01
-1.91629222753300e+00  8.46114424175000e-01
-1.91629222753300e+00  8.42081278757000e-01
-1.91629222753300e+00  8.31210578321000e-01
-1.91629222753300e+00  8.13589075788000e-01
-1.91629222753300e+00  7.89349252289000e-01
