   0.0000000000000000e+00   5.3410569055400003e-01
   0.0000000000000000e+00  -1.3228511965400000e-01
   0.0000000000000000e+00  -6.0251176836400000e-01
   0.0000000000000000e+00  -8.4799496517499995e-01
   0.0000000000000000e+00  -8.8198045657099999e-01
   0.0000000000000000e+00  -7.4779407738000003e-01
   0.0000000000000000e+00  -4.9946585408600003e-01
   0.0000000000000000e+00  -1.9434276930700001e-01
   0.0000000000000000e+00   1.2031545796500000e-01
   0.0000000000000000e+00   4.1378264632799999e-01
   0.0000000000000000e+00   6.7503952295400005e-01
   0.0000000000000000e+00   9.1296923581900002e-01
   0.0000000000000000e+00   1.1512718619219999e+00
   0.0000000000000000e+00   1.3997976347890000e+00
   0.0000000000000000e+00   1.6410133067420001e+00
   0.0000000000000000e+00   1.8425061030850001e+00
   0.0000000000000000e+00   1.9698828731860001e+00
   0.0000000000000000e+00   1.9977549406270001e+00
   0.0000000000000000e+00   1.9177440881050001e+00
   0.0000000000000000e+00   1.7424021525060001e+00
   0.0000000000000000e+00   1.5043996533480000e+00
   0.0000000000000000e+00   1.2511164800670000e+00
   0.0000000000000000e+00   1.0356455846099999e+00
   0.0000000000000000e+00   9.0598116985199995e-01
   0.0000000000000000e+00   8.9461742241200004e-01
   0.0000000000000000e+00   1.0108070568140000e+00
   0.0000000000000000e+00   1.2372847790340000e+00
   0.0000000000000000e+00   1.5324129981520000e+00
   0.0000000000000000e+00   1.8376102218779999e+00
   0.0000000000000000e+00   2.0887935959030002e+00
   0.0000000000000000e+00   2.2296427600089999e+00
   0.0000000000000000e+00   2.2239798603550001e+00
   0.0000000000000000e+00   2.0645922053010000e+00
   0.0000000000000000e+00   1.7764241128220000e+00
   0.0000000000000000e+00   1.4131384135909999e+00
   0.0000000000000000e+00   1.0473954813070001e+00
   0.0000000000000000e+00   7.5654875690900003e-01
   0.0000000000000000e+00   6.0652444505500003e-01
   0.0000000000000000e+00   6.3719672756099999e-01
   0.0000000000000000e+00   8.5244311265899997e-01
   0.0000000000000000e+00   1.2172557734589999e+00
   0.0000000000000000e+00   1.6629261202870000e+00
   0.0000000000000000e+00   2.0996676898539999e+00
   0.0000000000000000e+00   2.4344299260350000e+00
   0.0000000000000000e+00   2.5904265112379998e+00
   0.0000000000000000e+00   2.5243389971400001e+00
   0.0000000000000000e+00   2.2374170945420002e+00
   0.0000000000000000e+00   1.7777731857129999e+00
   0.0000000000000000e+00   1.2328792252959999e+00
   0.0000000000000000e+00   7.1309819096500004e-01
   0.0000000000000000e+00   3.2402862444800001e-01
   0.0000000000000000e+00   1.3962356692200001e-01
   0.0000000000000000e+00   2.0029714518200001e-01
   0.0000000000000000e+00   5.1494613584200000e-01
   0.0000000000000000e+00   1.0424080289069999e+00
   0.0000000000000000e+00   1.6893819242160000e+00
   0.0000000000000000e+00   2.3291012153869999e+00
   0.0000000000000000e+00   2.8275151863920001e+00
   0.0000000000000000e+00   3.0719621022610002e+00
   0.0000000000000000e+00   2.9966495128799999e+00
   0.0000000000000000e+00   2.5994968466550001e+00
   0.0000000000000000e+00   1.9463515945900001e+00
   0.0000000000000000e+00   1.1609049834270000e+00
   0.0000000000000000e+00   3.9266316146500002e-01
   0.0000000000000000e+00  -2.3865594308200000e-01
   0.0000000000000000e+00  -6.6438254016800002e-01
   0.0000000000000000e+00  -8.6488724730099997e-01
   0.0000000000000000e+00  -8.5998985303200004e-01
   0.0000000000000000e+00  -6.9534014549000001e-01
   0.0000000000000000e+00  -4.2789319136300002e-01
   0.0000000000000000e+00  -1.1293680686000000e-01
   0.0000000000000000e+00   2.0576962036900001e-01
   0.0000000000000000e+00   5.0212003194599997e-01
   0.0000000000000000e+00   7.7024263102000001e-01
   0.0000000000000000e+00   1.0241279281060001e+00
   0.0000000000000000e+00   1.2834428265890001e+00
   0.0000000000000000e+00   1.5425810889500000e+00
   0.0000000000000000e+00   1.7738416433199999e+00
   0.0000000000000000e+00   1.9416872874780000e+00
   0.0000000000000000e+00   2.0152505055069998e+00
   0.0000000000000000e+00   1.9781451869080000e+00
   0.0000000000000000e+00   1.8344324246920001e+00
   0.0000000000000000e+00   1.6098542667250000e+00
   0.0000000000000000e+00   1.3481336881699999e+00
   0.0000000000000000e+00   1.1030248692900000e+00
   0.0000000000000000e+00   9.2765567621599998e-01
   0.0000000000000000e+00   8.6332118574000005e-01
   0.0000000000000000e+00   9.3010228803999995e-01
   0.0000000000000000e+00   1.1214191391940000e+00
   0.0000000000000000e+00   1.4039089759470000e+00
   0.0000000000000000e+00   1.7229652042920001e+00
   0.0000000000000000e+00   2.0130921416400001e+00
   0.0000000000000000e+00   2.2111595776559998e+00
   0.0000000000000000e+00   2.2699161612240002e+00
   0.0000000000000000e+00   2.1689137233830000e+00
   0.0000000000000000e+00   1.9203794633450000e+00
   0.0000000000000000e+00   1.5685018203100001e+00
   0.0000000000000000e+00   1.1819032103989999e+00
   0.0000000000000000e+00   8.4050332847800002e-01
   0.0000000000000000e+00   6.1923435599800003e-01
   0.0000000000000000e+00   5.7187777129499995e-01
